date,close
2024-03-26,114.390625
2024-03-27,114.703125
2024-03-28,114.71875
2024-04-01,113.515625
2024-04-02,113.203125
2024-04-03,113.28125
2024-04-04,113.671875
2024-04-05,113.0625
2024-04-08,112.65625
2024-04-09,113.171875
2024-04-10,111.453125
2024-04-11,111.328125
2024-04-12,111.96875
2024-04-15,110.875
2024-04-16,110.609375
2024-04-17,111.25
2024-04-18,110.703125
2024-04-19,110.984375
2024-04-22,110.90625
2024-04-23,111.140625
2024-04-24,110.671875
2024-04-25,110.296875
2024-04-26,110.609375
2024-04-29,111.09375
2024-04-30,110.46875
2024-05-01,111.203125
2024-05-02,111.390625
2024-05-03,112.0
2024-05-06,112.125
2024-05-07,112.375
2024-05-08,112.125
2024-05-09,112.421875
2024-05-10,111.9375
2024-05-13,112.140625
2024-05-14,112.4375
2024-05-15,113.265625
2024-05-16,113.078125
2024-05-17,112.671875
2024-05-20,112.515625
2024-05-21,112.71875
2024-05-22,112.546875
2024-05-23,112.171875
2024-05-24,112.1875
2024-05-27,112.1875
2024-05-28,111.59375
2024-05-29,110.875
2024-05-30,111.46875
2024-05-31,111.796875
2024-06-03,112.8125
2024-06-04,113.390625
2024-06-05,113.8125
2024-06-06,113.875
2024-06-07,112.53125
2024-06-10,112.171875
2024-06-11,112.765625
2024-06-12,113.78125
2024-06-13,114.296875
2024-06-14,114.53125
2024-06-17,113.9375
2024-06-18,114.46875
2024-06-19,114.46875
2024-06-20,114.140625
2024-06-21,114.09375
2024-06-24,114.171875
2024-06-25,114.265625
2024-06-26,113.546875
2024-06-27,113.78125
2024-06-28,113.296875
2024-07-01,112.046875
2024-07-02,112.4375
2024-07-03,113.21875
2024-07-04,113.21875
2024-07-05,113.90625
2024-07-08,113.921875
2024-07-09,113.640625
2024-07-10,113.8125
2024-07-11,114.59375
2024-07-12,114.640625
2024-07-15,114.25
2024-07-16,114.84375
2024-07-17,115.015625
2024-07-18,114.625
2024-07-19,114.15625
2024-07-22,113.96875
2024-07-23,114.15625
2024-07-24,113.734375
2024-07-25,113.984375
2024-07-26,114.5
2024-07-29,114.6875
2024-07-30,115.0
2024-07-31,115.34375
2024-08-01,116.515625
2024-08-02,118.234375
2024-08-05,118.296875
2024-08-06,117.34375
2024-08-07,116.59375
2024-08-08,116.3125
2024-08-09,116.796875
2024-08-12,117.109375
2024-08-13,117.59375
2024-08-14,117.875
2024-08-15,116.890625
2024-08-16,117.15625
2024-08-19,117.375
2024-08-20,117.828125
2024-08-21,118.203125
2024-08-22,117.40625
2024-08-23,117.890625
2024-08-26,117.8125
